"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,50328.58,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43241.08,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41660.91,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39880.88,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39966.56,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41550.76,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39614.89,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40735.28,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40595.39,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39241.53,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,38798.18,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36419.1,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40547.73,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40523.66,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,46806.12,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,38194.76,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40145.69,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41250.28,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32836.23,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34753.94,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35250.12,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34817.34,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34872.31,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33771.01,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32016.74,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34983.42,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26968.9,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25673.33,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26365.69,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32142.84,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,30639.87,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34112.99,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36271.47,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34689.82,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32781.98,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34617.15,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36464.87,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36454.76,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36234,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37824.81,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42048.05,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42041.16,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,45423.9,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,52098.69,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,48166.33,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,47906.79,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,45391.99,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,47385.84,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,62524.97,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,68864.93,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,73559.26,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,75797.66,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,81841.2,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,84770.02,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,84616.68,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,82427.62,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,80680.3,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_TRANS","1A3 - Transport","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,91200.25,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,53356,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,54087.43,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,54056.54,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,56436.52,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,60416.15,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,62716.8,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63754.39,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,64328.57,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,66709.3,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,62998.5,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,64636.08,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,68544.01,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67806.93,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,69260.05,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,70957.37,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,68221.1,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63306.91,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,65995.65,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,66240.64,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,65051.79,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67545.96,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63392.34,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,60020.39,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,60389.01,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,64499.85,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,69604.48,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67698.97,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63306.93,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,59629.6,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,57065.05,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,47273.66,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_IND","1A1 - Energy Industries","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,47387.31,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33707.42,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34886.6,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37078.67,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37812.03,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,33774.99,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37722.43,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,38663.96,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41514.69,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37703.57,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,35753.41,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,37764.47,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,31397.43,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,32930.04,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36232.45,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39561.18,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42708.87,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42236.27,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,45278.65,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,64409.7,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,70959.46,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67772.8,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,74656.05,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,61586.31,,
"TUR","Türkiye","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,56384.25,,
